Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	H:\24-104\24-104_DIA_7.d	H:\24-104\24-104_DIA_8.d	H:\24-104\24-104_DIA_9.d	H:\24-104\24-104_DIA_10.d	H:\24-104\24-104_DIA_11.d	H:\24-104\24-104_DIA_12.d
orf19.4414	orf19.4414	orf19.4414	orf19.4414		1024.3	762.962	965.045	694.73		
orf19.4415	orf19.4415	MED3	MED3		66191.1	75170.2	69294.3	87282	79211.3	74051
orf19.4416	orf19.4416	VPS13	VPS13		17691.1	16622.2	16799.7	18834	30622.4	33476.3
orf19.4418	orf19.4418	FMT1	FMT1		1402.83	1257.06		1055.42	1266.75	1364.31
orf19.4418.1	orf19.4418.1	orf19.4418.1	orf19.4418.1		8500.45	1505.92				4767.16
orf19.4423	orf19.4423	orf19.4423	orf19.4423		11186.3	12032.5	12622.6	15344.5	16667.5	17613.9
orf19.4426	orf19.4426	PEX3	PEX3		5465.26	4322.22	5142.47	4348.39	4412.03	4502.32
orf19.4427	orf19.4427	SKP1	SKP1		780077	724527	833850	1.52954e+06	1.40334e+06	1.37522e+06
orf19.4428	orf19.4428	orf19.4428	orf19.4428		12414.7	11612.7	12744.1	26271.5	15996.3	18996.8
orf19.443	orf19.443	orf19.443	orf19.443		13528.3	15672.7	15064.9	12843.2	8164.1	11838.7
orf19.4430	orf19.4430	orf19.4430	orf19.4430		67966.3	76282.2	76762.5	292109	253528	258166
orf19.4432	orf19.4432	KSP1	KSP1		8405.15	9809.66	8477.35	22154.3	23545.9	29039.6
orf19.4433	orf19.4433	CPH1	CPH1		3658.94	3532.9	2438.24	5041.89	4558.4	5436.44
orf19.4435	orf19.4435	orf19.4435	orf19.4435		7634.81	6775.03	8310.63	9758.87	13854.7	16705.1
orf19.4436	orf19.4436	GPX3	GPX3		57762.7	54583.5	58801.6	112662	88871.8	98978.3
orf19.4437	orf19.4437	orf19.4437	orf19.4437		33465.7	29950.4	32224.3	23640.1	28719.4	29228.8
orf19.4439.1	orf19.4439.1	orf19.4439.1	orf19.4439.1		13717.5	12909.8	8002.21	5447.32	9958.29	11330.7
orf19.444	orf19.444	orf19.444	orf19.444		12567.8	12687	13037.6	17559.8	23158.3	21960.5
orf19.4440	orf19.4440	SEC34	SEC34		28509.5	26353.8	29161.3	23846.5	26428.9	34446.6
orf19.4441	orf19.4441	orf19.4441	orf19.4441		12272.9	10038.8	8623.29	15182.6	16583.4	18395.3
orf19.4442	orf19.4442	ALG9	ALG9		19110.9	20316.9	19595.4	12773.5	13389.8	18056
orf19.4443	orf19.4443	YPD1	YPD1		23501.4	19754.4	24867.1	35677.9	36752.2	26551.4
orf19.4444	orf19.4444	PHO15	PHO15		47107.2	44216.2	41824.4	33615.4	27060.3	40673.9
orf19.4445	orf19.4445	orf19.4445	orf19.4445			955.912		6260.59	6074.44	4076.71
orf19.4446	orf19.4446	orf19.4446	orf19.4446		6808.8	3789.38	4709.14	3670.67	3773.27	4757.31
orf19.4447	orf19.4447	YMC1	YMC1		19239	14628.5	14130.7	6708	7746.21	7766.31
orf19.4448	orf19.4448	SOG2	SOG2		8173.41	7840.86	10869.2	11177.2	9522.24	13479.4
orf19.4449	orf19.4449	CCS1	CCS1		83835.9	88990.8	87797.1	215702	193284	212203
orf19.445	orf19.445	orf19.445	orf19.445		20011.9	13419.7	13513.6	4260.79	6736.76	5861.09
orf19.4450	orf19.4450	ZCF23	ZCF23		4266.74	2481.59	2893.17	3178.78	3890.74	4911.85
orf19.4450.2	orf19.4450.2	orf19.4450.2	orf19.4450.2		1399.74	2506.24	2333.11	4106.95	3757.92	4349.65
orf19.4451	orf19.4451	RIA1	RIA1		72354.4	58779.9	67572.8	67523	93963.1	98277.9
orf19.4455	orf19.4455	orf19.4455	orf19.4455		4892.18	13556.6	12050.4	4660.96	3344.49	3509.98
orf19.4456	orf19.4456	GAP4	GAP4		17802.9	14461.3	11849.1	3523.46	4829.57	5666.54
orf19.4457	orf19.4457	BNI4	BNI4		25122.9	23191.7	24555.1	47156.2	47809.3	43048.6
orf19.4459	orf19.4459	orf19.4459	orf19.4459		5099	6343.58	5135.72	28649.7	18360.4	33954.8
orf19.446	orf19.446	orf19.446	orf19.446		3912.35	3908.1	9454.36	32406.3	35721.1	52486.2
orf19.446.1	orf19.446.1	orf19.446.1	orf19.446.1		110066	111560	172273	57868.3	44279.5	35747
orf19.446.2	orf19.446.2	orf19.446.2	orf19.446.2		21527.4	23111.1	18706.3	7804.27		3681.8
orf19.4464	orf19.4464	SEN15	SEN15		39969	46617.9	52793	62407.6	58053.5	49312.4
orf19.4467	orf19.4467	orf19.4467	orf19.4467		5853.41	5237.53	5953.16	3339.52	4623.03	5101.62
orf19.4468	orf19.4468	orf19.4468	orf19.4468		27704.2	18383.9	20382.6	13811.7	17093.5	12813.1
orf19.4470	orf19.4470	orf19.4470	orf19.4470		24838.3	31283.1	32079.1	53406.8	43736	50343.7
orf19.4471	orf19.4471	orf19.4471	orf19.4471		10633.8	10147.4	10212.7	15034.1	15605.6	14739.9
orf19.4473	orf19.4473	SPC19	SPC19		53685.8	68615	67841.8	98245	74493.3	80738.7
orf19.4474	orf19.4474	orf19.4474	orf19.4474		31679.3	30118.9	50912	136562	105017	359911
orf19.4475	orf19.4475	KTR4	KTR4		23875.9	19119	19956.8	12776.4	12533.6	15504.9
orf19.4476	orf19.4476	orf19.4476	orf19.4476		6357.03	5456.36	6083.05	33250.9	38753.5	52674.2
orf19.4477	orf19.4477	CSH1	CSH1		237011	247086	258519	259406	303418	353886
orf19.4478	orf19.4478	orf19.4478	orf19.4478		17342.3	16859.8	19158.6	17441	15354.9	17533.3
orf19.4479	orf19.4479	orf19.4479	orf19.4479		18008	15561.6	17506.3	9546.17	13572.8	12842.3
orf19.448	orf19.448	CUE5	CUE5		146456	192313	100593	224067	249434	394807
orf19.4488	orf19.4488	orf19.4488	orf19.4488		94222	99140.6	98692.3	105588	94251.3	100931
orf19.449	orf19.449	orf19.449	orf19.449		31700.9	33528.5	35348	43276.8	29223.4	30880.7
orf19.4490	orf19.4490	RPL17B	RPL17B		266642	202585	239260	79634.5	59097.4	48134.2
orf19.4490.2	orf19.4490.2	QCR8	QCR8		121451	133661	89501	81920.1	103539	131543
orf19.4491	orf19.4491	ERG20	ERG20		278821	248567	269845	240684	209234	252988
orf19.4492	orf19.4492	orf19.4492	orf19.4492		111732	106675	138354	87707.9	76381.3	76163.7
orf19.4494	orf19.4494	KTR2	KTR2		9181.17	8122.84	8716.53	15267	12120.8	9143.29
orf19.4495	orf19.4495	NDH51	NDH51		110949	98233.4	90459.3	42129.9	48117	43523.5
orf19.4496	orf19.4496	orf19.4496	orf19.4496		8039.63	1663.23	859.029	709.556		1120.66
orf19.4497	orf19.4497	MED8	MED8		34875.2	37070	38025.9	61943.9	56193.4	64993.1
orf19.4498	orf19.4498	orf19.4498	orf19.4498		21482.1	26052	17150.5	17703.1	24237.8	27624.1
orf19.4499	orf19.4499	RIM2	RIM2		36874.9	27278.5	31943.7	13615.3	19486.6	17907
orf19.4502	orf19.4502	orf19.4502	orf19.4502		32985.9	28850.2	30604.4	20684.2	25131.4	33877.2
orf19.4503	orf19.4503	orf19.4503	orf19.4503		71053.6	72166.9	85564.3	94870.4	100763	102200
orf19.4504	orf19.4504	orf19.4504	orf19.4504		34822.9	27318.6	40786.5	24353.3	22125.8	21850.4
orf19.4506	orf19.4506	LYS22	LYS22		357621	361308	380335	188152	192901	257586
orf19.451	orf19.451	SOK1	SOK1		2547.49	1444.36	2294.94	11106.4	17954.6	18270.1
orf19.4510	orf19.4510	IFA4	IFA4		502.167	486.417	1761.35	1607.8	3451.54	2090.44
orf19.4513	orf19.4513	orf19.4513	orf19.4513		1256.58	544.811	3951.31	5225.49	4589.72	6374.32
orf19.4516	orf19.4516	orf19.4516	orf19.4516		18783.6	20238.8	20476.2	19464.3	23931.4	27667.8
orf19.4517	orf19.4517	orf19.4517	orf19.4517		152308	137499	155255	94528.2	98832.7	114458
orf19.4518	orf19.4518	orf19.4518	orf19.4518		4911.34	3421.31	4132.5	3254.35	5461.12	6034.08
orf19.4519	orf19.4519	SUV3	SUV3		7484	6130.93	8852.89	2673.06	3952.43	2999.91
orf19.4520	orf19.4520	orf19.4520	orf19.4520		54327.4	56630.6	60121.6	56103.6	55617.5	49221.1
orf19.4521	orf19.4521	orf19.4521	orf19.4521		8108.04	7845.83	10269.8	7720.89	12714.1	13167
orf19.4522	orf19.4522	orf19.4522	orf19.4522		28507.6	27122.9	23908.2	34827.1	30323	27848
orf19.4523	orf19.4523	orf19.4523	orf19.4523		7750.14	12149.1	12422.3	7077.18	5118.6	6305.92
orf19.4524	orf19.4524	ZCF24	ZCF24			2189.92		4756.1	5812.16	6797.81
orf19.4525	orf19.4525	orf19.4525	orf19.4525		19433.6	28757.2	23028.6	22263.4	50337.7	38185.3
orf19.4527	orf19.4527	HGT1	HGT1		3077.8	3069.75	2436.99	14285.6	20292.7	23179
orf19.4528	orf19.4528	orf19.4528	orf19.4528		15176	13391.4	19838.5	8241.91	15484	16344.5
orf19.4529	orf19.4529	orf19.4529	orf19.4529		91093.8	93470.4	96075.8	98315.7	95598.7	80918.3
orf19.4530.1	orf19.4530.1	orf19.4530.1	orf19.4530.1		21329.7	18183	22703.8	55797.8	44188.4	32089.1
orf19.4532	orf19.4532	orf19.4532	orf19.4532		126647	113989	118028	95678.5	82903.1	99246.9
orf19.4533	orf19.4533	orf19.4533	orf19.4533		43741.5	37193.6	40484.3	73739.7	89911.7	112407
orf19.4534	orf19.4534	orf19.4534	orf19.4534		12076.2	10119.3	8951.57	19055.1	20716	21085.4
orf19.4535	orf19.4535	PTR3	PTR3		2895.09	3721.35	4437.41	3344.41	3748.41	5026.12
orf19.4536	orf19.4536	CYS4	CYS4		240167	241238	314677	183067	163744	177031
orf19.4537	orf19.4537	orf19.4537	orf19.4537		63406.3	62221.1	67881.3	73715.3	65371.4	73436.5
orf19.4538	orf19.4538	orf19.4538	orf19.4538		74164.3	91524.9	80882.6	220487	199257	203618
orf19.4539	orf19.4539	orf19.4539	orf19.4539		7126.6	8135.42	7273.49	5860.25	6691.88	5215.56
orf19.454	orf19.454	SFL1	SFL1		47964.4	40784.6	44178.3	32736.9	23708.6	22098
orf19.4540	orf19.4540	UBC8	UBC8		25005.6	67058.6	9789.79	44888.9	39669.7	217965
orf19.4542	orf19.4542	orf19.4542	orf19.4542		3863.75	4988.55	5048.08	4195.86	5860.89	5658.08
orf19.4543	orf19.4543	UGA2	UGA2		55525.6	61988.8	65307.3	251269	198844	225097
orf19.4544	orf19.4544	orf19.4544	orf19.4544		48411.8	56904.1	54006.7	71623.1	75392.1	67759.9
orf19.4545	orf19.4545	SWI4	SWI4		24820.7	22538.3	25071.9	15534.8	17402.9	15494.9
orf19.4548	orf19.4548	MAK32	MAK32		14663.7	19419.8	17498.3	34426.7	29382.1	34662.3
orf19.4549	orf19.4549	FGR38	FGR38		2735.59	3095.21	2767.42	7307.28	8087.62	7215.67
orf19.4550	orf19.4550	orf19.4550	orf19.4550		2571.77	3823.93	4757.48	7112.53	7348.88	6994.94
orf19.4551	orf19.4551	CTN1	CTN1		2657.23			7553.79	8627.62	10695.4
orf19.4553	orf19.4553	orf19.4553	orf19.4553		11619.8	11308.6	12472.5	13260.9	8218.31	11507.7
orf19.4557	orf19.4557	orf19.4557	orf19.4557		4366.67	4293.01	4958.97	14025.5	13491	15381.9
orf19.4560	orf19.4560	BFR1	BFR1		527379	487009	513556	380028	344155	316772
orf19.4563	orf19.4563	orf19.4563	orf19.4563		9552.87	8478.97	9369.14	4535.12	6219.03	7130.31
orf19.4565	orf19.4565	BGL2	BGL2		305456	350304	373884	609064	411883	405098
orf19.457	orf19.457	orf19.457	orf19.457		20538.3	17294.9	20263	39905.9	54169.3	63369.3
orf19.4570	orf19.4570	orf19.4570	orf19.4570		22065	23039.1	27304.2	36716.6	38575.6	37596.4
orf19.4573	orf19.4573	ZCF26	ZCF26					1797.18	2613.52	3110.74
orf19.4574	orf19.4574	orf19.4574	orf19.4574		10538.4	10950	12886.7	10359.3	13054.5	13747.9
orf19.4575	orf19.4575	orf19.4575	orf19.4575		10085	6709.91	7701.98	5157.21	8487.09	6907.88
orf19.4577.3	orf19.4577.3	TIM10	TIM10		170480	183221	192263	187309	129764	163057
orf19.4578	orf19.4578	CYT2	CYT2		18677.3	20507.6	3023.01	3302.48		10306.7
orf19.4579	orf19.4579	ERV29	ERV29		112938	107951	95025.4	90889.8	133386	123722
orf19.458	orf19.458	orf19.458	orf19.458		27536	20004.4	25560.4	12043.4	14266.8	15176.4
orf19.4580	orf19.4580	orf19.4580	orf19.4580		47338.8	53585.6	46359.7	70637.8	44876.5	55237.1
orf19.4581	orf19.4581	orf19.4581	orf19.4581		6206.75	6130.75	6352.98	4520.4	8761.47	7787.4
orf19.4582	orf19.4582	orf19.4582	orf19.4582		14715.6	20922.9	23955.3	23902.8	21468.9	20811.9
orf19.4584	orf19.4584	PHO114	PHO114		21990.8	20248.3	20757.7	28776.3	30102.7	26167.6
orf19.4585	orf19.4585	TFG1	TFG1		62184.8	59233.3	64695.2	122170	111810	111986
orf19.4587	orf19.4587	HGH1	HGH1		86611.7	103614	87396.9	65915.4	66081	74532.3
orf19.4589	orf19.4589	orf19.4589	orf19.4589		18518.8	13130.8	12279.9	3428.88	7592.06	11446.3
orf19.459	orf19.459	ADP1	ADP1		31872.4	24287.8	31976.4	25905.2	34306.2	36054.9
orf19.4590	orf19.4590	RFX2	RFX2		5336.64	6799.39	6285.72	17246.6	18607.9	24706.6
orf19.4591	orf19.4591	CAT2	CAT2		205637	171374	176646	157120	166931	223075
orf19.4593	orf19.4593	RGA2	RGA2		38026.3	40341.1	44867.3	77437.1	68021.7	75028.7
orf19.4593.1	orf19.4593.1	orf19.4593.1	orf19.4593.1		83426.7	46099.1	25115.4	16047.9	17229	40166.5
orf19.4594	orf19.4594	CLC1	CLC1		332501	299573	304621	256065	289670	291449
orf19.4595	orf19.4595	orf19.4595	orf19.4595		7369.09	5131.97	6243.27	2835.09	1325.12	1870.83
orf19.4596	orf19.4596	orf19.4596	orf19.4596		12233.5	10097.9	12958.8	16463.2	14327.2	14187.8
orf19.4597	orf19.4597	orf19.4597	orf19.4597		241568	247619	243895	394134	327665	367524
orf19.4600	orf19.4600	orf19.4600	orf19.4600		22027.7	23245.2	29474.6	14131.1	9629.72	9929.61
orf19.4600.1	orf19.4600.1	orf19.4600.1	orf19.4600.1		38728.8	31738.6	31214.1	34629.2	32313.4	35852.2
orf19.4601	orf19.4601	orf19.4601	orf19.4601		9810.29	7047.68	8663.51	10621.6	10848.4	9774.92
orf19.4602	orf19.4602	MDH1-1	MDH1-1		1.84952e+06	2.12285e+06	2.27615e+06	1.94976e+06	2.00827e+06	1.87111e+06
orf19.4603	orf19.4603	ARL1	ARL1		57019.7	46647.8	58643.4	53575.2	64520.2	60561.1
orf19.4605	orf19.4605	TYR1	TYR1		25307	18137.1	23237.1	27392.4	28874.1	39010.8
orf19.4606	orf19.4606	ERG8	ERG8		46456.9	41216.5	48411.7	52844.7	46528.5	58810.6
orf19.4608	orf19.4608	PDC12	PDC12		188283	109396	12031.1	4495.6	4678.6	59818.6
orf19.4609	orf19.4609	orf19.4609	orf19.4609		771490	788949	797273	809887	778576	705533
orf19.4610	orf19.4610	orf19.4610	orf19.4610		19294.7	23592.3	25095.7	22849.2	22210.5	23772.4
orf19.4611	orf19.4611	orf19.4611	orf19.4611		67875.9	65522.3	66076.3	50371.4	53340.9	51360.8
orf19.4614	orf19.4614	orf19.4614	orf19.4614		7536.85	7670.51	7388.28	14772.1	22929.5	27563.4
orf19.4615	orf19.4615	orf19.4615	orf19.4615		124199	131794	118852	200088	185348	197105
orf19.4616	orf19.4616	POL30	POL30		387212	428950	447006	420693	358900	338667
orf19.4617	orf19.4617	orf19.4617	orf19.4617		17934.6	18862	18195.4	21054.6	21755.2	28898.9
orf19.4618	orf19.4618	FBA1	FBA1		2.32737e+06	2.38809e+06	1.94486e+06	1.48204e+06	1.16181e+06	1.73513e+06
orf19.4620	orf19.4620	TIM12	TIM12		36018.6	43454.3	38932.3	29989.9	25198.4	26803.6
orf19.4621	orf19.4621	orf19.4621	orf19.4621		57388.9	46709.7	47912.3	45822.5	55017.5	63319.3
orf19.4622	orf19.4622	orf19.4622	orf19.4622		57288.5	49190	40391.7	33499.3	39484.5	41271
orf19.4623.3	orf19.4623.3	NHP6A	NHP6A		325177	347265	300062	157877	145917	180104
orf19.4624	orf19.4624	HRT2	HRT2		158476	139818	147814	82502.8	61305	78774.1
orf19.4625	orf19.4625	TOA2	TOA2		83640.7	81242.6	90518.7	205533	137626	183294
orf19.4626	orf19.4626	orf19.4626	orf19.4626		22287.6	27906.9	19375.2	60722.3	50987.2	72852.5
orf19.4627	orf19.4627	orf19.4627	orf19.4627		44575.6	35840	40606.4	26278.1	42744.9	47247.9
orf19.4628	orf19.4628	orf19.4628	orf19.4628		44352.1	41907.4	41202.3	53590.9	41681.4	53944.1
orf19.4629	orf19.4629	orf19.4629	orf19.4629		11565	12565.7	12238.3	23737.9	18164.6	18018.4
orf19.4630	orf19.4630	CPA1	CPA1		64761.9	60725.8	62992	52760.7	39109.6	45001.6
orf19.4631	orf19.4631	ERG251	ERG251		9758.74	7897.36	12558.2	8059.38	8392.17	4894
orf19.4632	orf19.4632	RPL20B	RPL20B		454315	401279	317601	76242	146852	109289
orf19.4633	orf19.4633	orf19.4633	orf19.4633		105680	113534	130046	226957	215991	248519
orf19.4634	orf19.4634	orf19.4634	orf19.4634		4857.11	4377.42	1920.06	1925.58	4738.97	4045.75
orf19.4635	orf19.4635	NIP1	NIP1		216814	183344	187938	81356.8	111250	136182
orf19.4639	orf19.4639	orf19.4639	orf19.4639		151810	145862	148216	234060	194003	207118
orf19.4640	orf19.4640	PWP1	PWP1		203206	221911	207529	162066	153783	134418
orf19.4641	orf19.4641	NMT1	NMT1		54841.2	47730.5	53151.2	53054.1	63786	66324.7
orf19.4642	orf19.4642	orf19.4642	orf19.4642		29470	35261.6	36158	34658.8	27870.9	25152
orf19.4643	orf19.4643	orf19.4643	orf19.4643		10816.9	10699	11605.6	22193.9	20089.5	23945.8
orf19.4645	orf19.4645	BEM1	BEM1		69148.9	66849.2	76044.5	55288.5	39604.7	50318.6
orf19.4649	orf19.4649	ZCF27	ZCF27		2580.49	2141.77	1885.42	2364.46	5034.47	4648.4
orf19.4650	orf19.4650	ILV6	ILV6		113299	106476	103989	44615	28766.8	28081.8
orf19.4651	orf19.4651	PGA53	PGA53		9092.2	13128.7	15832.2	7485.36	6680.93	3483.93
orf19.4654	orf19.4654	orf19.4654	orf19.4654		504.678			10084.2	9749.45	5850.86
orf19.4655	orf19.4655	OPT6	OPT6			1936.95				2342.29
orf19.4656	orf19.4656	orf19.4656	orf19.4656		14998.3	15549.2	16337.2	18267.3	32731.3	30775.8
orf19.4657	orf19.4657	orf19.4657	orf19.4657		3825.53	2720.15	1796.84	2451.65	4084.51	4194.55
orf19.4658	orf19.4658	orf19.4658	orf19.4658		12128.9	15604	12408.6	44948.2	40154.3	45681.2
orf19.4659	orf19.4659	orf19.4659	orf19.4659		29867	28468.8	34246.6	31321.6	26466.9	32946
orf19.4660	orf19.4660	RPS6A	RPS6A		1.27061e+06	1.06032e+06	1.04968e+06	356177	326084	496970
orf19.4662	orf19.4662	RLM1	RLM1		965.675	1037.34	933.815	2124.82	1798.34	1072.72
orf19.4664	orf19.4664	NAT4	NAT4		17805.1	16487.8	20535.6	32645.2	24597.8	21794.6
orf19.4665	orf19.4665	orf19.4665	orf19.4665		5278.05	7447.81	6699.25	32257.5	32742.9	26482.3
orf19.4666	orf19.4666	orf19.4666	orf19.4666		2674.94	2847.42	4339.43	4352.16	2753.59	4553.82
orf19.4669	orf19.4669	AAT22	AAT22		91668.9	74977.6	80870.6	38178.1	55787.5	47705.9
orf19.467	orf19.467	WOR3	WOR3		5081.91	6465.11	1295.8		2606.44	5833.12
orf19.4670	orf19.4670	CAS5	CAS5		4216.58	6368.42	4725.87	7775.52	8037.74	7262.39
orf19.4674.1	orf19.4674.1	CRD2	CRD2		428357	151266	326193	56169.1	70997	118395
orf19.4675	orf19.4675	ASK1	ASK1		20090.1	20242.3	15636	23140.7	20091.4	29323.8
orf19.4676	orf19.4676	orf19.4676	orf19.4676		5550.54	6110.91	6441.9	4833.43	4922.16	4876.69
orf19.4677	orf19.4677	orf19.4677	orf19.4677		1511.51	2555.83	2808.55	3246.59	2009.46	3655.66
orf19.4680	orf19.4680	orf19.4680	orf19.4680		5219.79	4174.85	5695.58	3061.78	5347.67	4498.94
orf19.4681	orf19.4681	RAT1	RAT1		21739.8	17211.6	21781.7	13480.2	14451.3	14776.5
orf19.4683	orf19.4683	MLP1	MLP1		63735.4	62502.3	63744.7	72262.5	64807	67342
orf19.4684.2	orf19.4684.2	RPL40B	RPL40B		40521.6	40545.8	50267.1	9305.69	4782.75	6558.89
orf19.4686	orf19.4686	orf19.4686	orf19.4686		28013.2	22670.3	27285.3	27682.9	47822.2	41018.5
orf19.469	orf19.469	HST7	HST7		7566.58	6898.31	8242.7	10828.3	13524.3	15969.2
orf19.4697	orf19.4697	MDN1	MDN1		22543.3	19233.5	21642.6	13579.1	21619.4	24631.8
orf19.4698	orf19.4698	PTC8	PTC8		6098.06	9549.91	10209.7	6262.84	2712.04	4362.15
orf19.4699	orf19.4699	orf19.4699	orf19.4699		1559.61			4150.26	6260.79	5180.09
orf19.470	orf19.470	orf19.470	orf19.470		14062	15065.5	16455.8	24659.7	21779.6	21912.3
orf19.4701	orf19.4701	orf19.4701	orf19.4701		11891.5	12432.6	14783.6	12291.2	14345.1	15356.2
orf19.4704	orf19.4704	ARO1	ARO1		199297	160152	168738	67286.2	99735	107116
orf19.4705	orf19.4705	orf19.4705	orf19.4705		33487.6	32413.4	34698	19455.6	21618.5	23319
orf19.4707	orf19.4707	orf19.4707	orf19.4707					4974.32	3790.09	4193.26
orf19.4711	orf19.4711	orf19.4711	orf19.4711		19846.1	17519.5	18091.4	25349.3	30573.7	28065.5
orf19.4713	orf19.4713	orf19.4713	orf19.4713		11800.7	10062.1	10788	10638.6	13597.7	12502.5
orf19.4715	orf19.4715	orf19.4715	orf19.4715		64493.4	51930.3	57597.6	82646.4	90711.8	103201
orf19.4716	orf19.4716	GDH3	GDH3		1.38103e+06	1.09782e+06	867425	195584	173101	154907
orf19.4718	orf19.4718	TRP5	TRP5		234336	217445	228193	207454	205373	224751
orf19.4719	orf19.4719	CWH41	CWH41		54037.2	51127.8	60047.2	66802.9	58406	69575.7
orf19.4720	orf19.4720	CTR2	CTR2		1643.31	6030.13	243.994		392.189	
orf19.4721	orf19.4721	orf19.4721	orf19.4721		10143.1	10795.5	12237.3	5813.29	3796.9	4213.19
orf19.4722	orf19.4722	RTG1	RTG1		31743.8	37208.4	42724.6	56528.8	47118.9	41509.2
orf19.4723	orf19.4723	FAD1	FAD1		23443.8	33333.8	26264.3	36907.7	45896.8	94047.3
orf19.4724	orf19.4724	orf19.4724	orf19.4724		19388.2	19977.6	18684.9	19586.4	13797.6	22614
orf19.4725	orf19.4725	SWI6	SWI6		16849.3	13445.7	14565.9	17939.7	20752.8	22669.3
orf19.4726	orf19.4726	orf19.4726	orf19.4726		44091.5	36219.5	12386.4	17465.1	20084.3	59918.8
orf19.4727	orf19.4727	orf19.4727	orf19.4727		95502.1	120197	120287	82750	80947.3	66493.8
orf19.4728	orf19.4728	orf19.4728	orf19.4728		10467.3	9639.67	9470.19	13378.2	14094.2	19630.6
orf19.473	orf19.473	TPO4	TPO4		67603.2	45310.8	51268.4	7280.58	10004.7	6109.76
orf19.4731	orf19.4731	orf19.4731	orf19.4731		18309.8	17287.8	14771.6	17797.7	26231.5	27763.2
orf19.4732	orf19.4732	SEC24	SEC24		223206	176175	201643	139644	199180	215414
orf19.4733	orf19.4733	YMC2	YMC2		6259.3	5821.2	6855.12	4299.71	6111.71	6720.63
orf19.4734	orf19.4734	orf19.4734	orf19.4734		12122.1	11931.8	14141.4	12319.4	12532	15703.6
orf19.4735	orf19.4735	orf19.4735	orf19.4735		31411.8	36213.4	37453.9	39212.6	37737.3	38887.9
orf19.4736	orf19.4736	orf19.4736	orf19.4736		14926.1	15928.7	18476.2	39364.6	41233.4	43103.7
orf19.4738	orf19.4738	orf19.4738	orf19.4738		4348.75	4445.23	3998.58	4083.17	5126.18	5770.16
orf19.4739	orf19.4739	MSS116	MSS116		17420.3	19728.5	19153.6	7689.47	11542.5	12259.1
orf19.474	orf19.474	orf19.474	orf19.474		11563.5	7879.04	12491.3	14486.7	14807.4	14267.1
orf19.4740	orf19.4740	orf19.4740	orf19.4740		5391.73	6822.44	6148.66	7233.16	6485.47	5337.04
orf19.4744	orf19.4744	orf19.4744	orf19.4744		9949.29	8710.85	9914.87	9211.66	10199.1	12083.5
orf19.4746	orf19.4746	JIP5	JIP5		14595.6	11882.4	11388.9	7566.74	8894.88	9066.41
orf19.4747	orf19.4747	HEM14	HEM14		12260.1	12715.8	14452.1	10467.3	10563.4	11831.7
orf19.4748	orf19.4748	orf19.4748	orf19.4748		18164.8	17839.9	1108.47	1595.96	2702.37	18426.8
orf19.4749	orf19.4749	orf19.4749	orf19.4749			2414.02	2468.22	421.513		502.469
orf19.475	orf19.475	orf19.475	orf19.475		17161.7	12941.5	16121.1	6293.49	8018.65	8472.67
orf19.4750	orf19.4750	orf19.4750	orf19.4750		1684.11	1853.78	2171.13	1373.24		1364.17
orf19.4751	orf19.4751	orf19.4751	orf19.4751		116499	117149	134422	51659.3	37693.3	43166.7
orf19.4751.1	orf19.4751.1	orf19.4751.1	orf19.4751.1		12715.3	3419.2	8269.07	7312.59	7812.94	9620.38
orf19.4752	orf19.4752	MSN4	MSN4		17467.3	19715.7	17798.3	40864.9	43089.8	36889.6
orf19.4753	orf19.4753	PFK26	PFK26		17490.4	17612.2	20333.6	20223.5	27315.8	26286.8
orf19.4754	orf19.4754	ZWF1	ZWF1		419137	395936	428542	621898	572440	683684
orf19.4755	orf19.4755	KEX2	KEX2		69497.4	65465.4	75553.5	101798	93258.1	79109.9
orf19.4757	orf19.4757	NAR1	NAR1		4103.31	4357.33	5504.56	7804.3	7073.91	9054.32
orf19.4758	orf19.4758	orf19.4758	orf19.4758		311957	320285	356335	167903	106059	130095
orf19.4759	orf19.4759	COX5	COX5		319459	532198	271645	233932	232900	313494
orf19.4760	orf19.4760	orf19.4760	orf19.4760		32721	33393.3	35913.3	21188.3	16389	21490.2
orf19.4761	orf19.4761	HST1	HST1		13757.1	17290.5	16428.7	13662.2	9945.34	13873
orf19.4763	orf19.4763	orf19.4763	orf19.4763		683.159	767.505	908.917			
orf19.4764	orf19.4764	orf19.4764	orf19.4764		23841.1	18868.9	21106.1	17440.5	25887.7	29246.5
orf19.4766	orf19.4766	ARG81	ARG81		2222.61	1498.73	1986.96	1038.22	2022.97	2153.71
orf19.477	orf19.477	orf19.477	orf19.477		129071	139951	102370	106485	98396.4	99688
orf19.4771	orf19.4771	orf19.4771	orf19.4771		2000.04	3072.24	3006.84	1836.74	1198.83	1796.27
orf19.4772	orf19.4772	SSU81	SSU81		21726.5	21227.9	17404.3	12656.8	13907	17526.2
orf19.4774	orf19.4774	AOX1	AOX1		6835.78	8020.04	6537.9	9295.73	9146.99	13674.8
orf19.4775	orf19.4775	CTA8	CTA8		22790	21698.6	25649.5	53533.8	49691.9	55186.1
orf19.4776	orf19.4776	LYS143	LYS143			1876.01				4872.99
orf19.4777	orf19.4777	DAK2	DAK2		181286	169994	180662	340149	353757	399443
